Date,Open,High,Low,Close,Volume,EMA_50,EMA_200,Below_EMA_200,EMA_score,EMA_trend,ST_state,ST_signal,MS_structure,MS_bias,Trend_score,Trend_band,Trend_agreement,Trend_description,RS_score,RS_state,RS_agreement,RSI_14,RSI_state,MACD,MACD_signal,MACD_state,Stoch_state,ROC_10,ROC_10_z,ROC_10_z_basis,ROC_score,ROC_state,Momentum_score,Momentum_band,Momentum_agreement,Momentum_divergence,Momentum_description,BB_state,ADX_regime,ADX_direction,ADX_rising,ATR_rising,DC_state,Volatility_score,Volatility_band,Volatility_trend,Volatility_change,Volatility_squeeze,Volatility_description,ATR_note,Vol_state,Vol_trend,Vol_price_confirm,CMF,CMF_state,MFI,MFI_state,Stage_name,Stage_substage,Stage_confidence,Stage_days,Prev_stage_name,Prev_stage_days,Final_decision,Final_score,Final_conviction,Final_blocker,Final_description,Final_description_5d_ago,Final_description_10d_ago
2022-04-22,93.82620404537192,108.94014739990234,93.82620404537192,108.94014739990234,390000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,111.2346812137941,118.06837983786438,106.2465789172114,109.98765563964844,261000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-26,111.683615351916,114.62660048381817,100.95919464837483,109.7382583618164,171000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27,107.29409199609708,112.73112088824632,103.00432063461444,108.74063873291016,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28,108.74062671567664,108.74062671567664,103.75252457275568,106.59574127197266,78000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29,102.00669448714731,109.43896404831624,101.95681041845214,108.59098815917967,96000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-02,105.747774778772,108.59099172934938,99.81193574842206,101.15872192382812,72000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-04,101.35823861746348,103.7026452086832,91.0827523039022,91.88084411621094,180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-05,90.78345993311716,92.67894028913354,82.7027359008789,82.7027359008789,606000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-06,78.81200877729668,84.59820993455598,78.61248774893852,82.802490234375,168000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-09,80.80725594294175,85.89511868376788,80.80725594294175,82.20392608642578,60000,,,,,,Uptrend,Hold,,,,,,,,,,,,,,,,-24.5421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,82.80250095148992,85.5459573083164,81.90464098518956,82.75261688232422,51000,,,,,,Uptrend,Hold,,,,,,,,,,,,,,,,-24.7619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-11,82.05427722930908,82.35356639135863,78.66236637478578,79.80963134765625,75000,,,,,,Uptrend,Hold,,,,,,,,,,,,,,,,-27.2727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-12,76.86665733012762,76.86665733012762,75.81915283203125,75.81915283203125,36000,,,,,,Uptrend,Hold,,,,,,,,,,,,,,,,-30.2752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-13,74.92129202332617,78.31320297373594,72.82629066347418,73.12557983398438,93000,,,,0.0,Strong Bear,Uptrend,Hold,,,,,,,,,,21.2212,Oversold,,,,,-31.3992,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9478,Neutral,,,,,,,,,,,,,
2022-05-16,73.12558614746872,74.82153796347805,70.43200621403925,74.62201690673828,48000,,,,0.0,Strong Bear,Uptrend,Hold,,,,,,,,,,24.8277,Oversold,,,,,-31.2816,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5172,Oversold,,,,,,,,,,,,,
2022-05-17,76.21820842673277,77.81439971923828,76.21820842673277,77.81439971923828,9000,,,,8.52,Strong Bear,Uptrend,Hold,,,,,,,,,,31.9815,Neutral,,,,Oversold,-23.0769,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3365,Oversold,,,,,,,,,,,,,
2022-05-18,77.81439855863707,81.30607028883233,77.81439855863707,80.90702056884766,42000,,,,18.87,Strong Bear,Uptrend,Hold,,,,,,,,,,38.1247,Neutral,,,,Oversold,-11.9435,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6157,Oversold,,,,,,,,,,,,,
2022-05-19,82.70273650331512,82.70273650331512,77.9141553175752,80.10892486572266,24000,,,,17.21,Strong Bear,Uptrend,Hold,,,,,,,,,,37.1912,Neutral,,,,Neutral,-3.1363,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8226,Oversold,,,,,,,,,,,,,
2022-05-20,82.65285672215863,84.09941101074219,82.65285672215863,84.09941101074219,33000,,,,28.12,Bear,Uptrend,Hold,,,,,,,,,,44.5077,Neutral,,,,Neutral,1.5663,,,,,,,,,,Lower Half,,,,,,,,,,,,,,,,,,14.0692,Oversold,,,,,,,,,,,,,
2022-05-23,87.74071627691471,88.28941057356283,86.79297988587533,88.08988952636719,54000,,,,80.78,Strong Bull,Uptrend,Hold,,,,,,,,,,50.6932,Neutral,,,,Neutral,7.1602,,,,,,,,,,Lower Half,,,,,,,,,,,,,Dry-up,,Weak Up,-0.3216,Distribution,18.1602,Oversold,,,,,,,,,,,,,
2022-05-24,89.78584644406341,89.78584644406341,85.79536437988281,85.79536437988281,66000,,,,46.6,Neutral,Uptrend,Hold,,,,,,,,,,47.4201,Neutral,,,,Neutral,3.6769,,,,,,,,,,Lower Half,,,,,Inside,,,,,,,,Normal,,Weak Down,-0.3374,Distribution,19.9905,Oversold,,,,,,,,,,,,,
2022-05-25,84.797735124968,84.797735124968,81.50558471679688,81.50558471679688,9000,,,,40.03,Neutral,Uptrend,Hold,,,,,,,,,,41.9648,Neutral,,,,Neutral,2.125,,,,,,,,,,Lower Half,,,,,Inside,,,,,,,,Dry-up,,Weak Down,-0.3959,Distribution,36.5032,Neutral,,,,,,,,,,,,,
2022-05-26,77.46522494906677,81.20630141848815,77.46522494906677,79.80963134765625,30000,,,,38.97,Bear,Uptrend,Hold,,,,,,,,,,40.0054,Neutral,,,,Neutral,5.2632,,,,,,,,,,Lower Half,,,,,Inside,,,,,,,,Dry-up,,Weak Down,-0.423,Distribution,44.6856,Neutral,,,,,,,,,,,,,
2022-05-27,79.80963134765625,79.80963134765625,79.80963134765625,79.80963134765625,3000,,,,25.48,Bear,Uptrend,Hold,,,,,,,,,,40.0054,Neutral,,,,Neutral,9.1405,,,,,,,,,,Lower Half,,,,No,Inside,,,,,,,,Dry-up,,Flat,-0.4473,Distribution,38.9976,Neutral,,,,,,,,,,,,,
