Date,Open,High,Low,Close,Volume,EMA_50,EMA_200,Below_EMA_200,EMA_score,EMA_trend,ST_state,ST_signal,MS_structure,MS_bias,Trend_score,Trend_band,Trend_agreement,Trend_description,RS_score,RS_state,RS_agreement,RSI_14,RSI_state,MACD,MACD_signal,MACD_state,Stoch_state,ROC_10,ROC_10_z,ROC_10_z_basis,ROC_score,ROC_state,Momentum_score,Momentum_band,Momentum_agreement,Momentum_divergence,Momentum_description,BB_state,ADX_regime,ADX_direction,ADX_rising,ATR_rising,DC_state,Volatility_score,Volatility_band,Volatility_trend,Volatility_change,Volatility_squeeze,Volatility_description,ATR_note,Vol_state,Vol_trend,Vol_price_confirm,CMF,CMF_state,MFI,MFI_state,Stage_name,Stage_substage,Stage_confidence,Stage_days,Prev_stage_name,Prev_stage_days,Final_decision,Final_score,Final_conviction,Final_blocker,Final_description,Final_description_5d_ago,Final_description_10d_ago
2022-05-04,100.26264804485238,100.26264804485238,93.45028494687487,94.30183410644533,79200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-05,93.39533667973488,96.66417519879414,90.70335423599369,92.87342071533205,304200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-06,96.11479554533084,96.11479554533084,89.08267967712361,92.24163818359376,30600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-09,90.7033501637142,90.7033501637142,85.86877151314877,87.76414489746094,99000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,86.63791380035399,88.4508770932007,86.63791380035399,87.54439544677734,102600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-11,86.80272253822845,86.80272253822845,78.06750942189754,81.69345092773438,82800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-12,79.66073056479199,82.35271297858216,77.46319405444585,81.47369384765625,91800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-13,81.47369146391989,83.94592090880816,80.75949268480167,80.89684295654297,25200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-16,83.50642688985985,83.50642688985985,79.2486961251798,82.35272216796875,27000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17,81.8582627449012,82.95702716962764,81.30887676021531,81.99560546875,21600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-18,82.40765364955358,84.02833410202622,81.47369440196947,83.14932250976562,255600,,,,,,Uptrend,Hold,,,,,,,,,,,,,,,,-11.8264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,74.77121376838576,83.50641994804013,74.77121376838576,82.54499816894531,14400,,,,,,Uptrend,Hold,,,,,,,,,,,,,,,,-11.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20,76.91380879479115,86.77525690520521,76.91380879479115,85.81383514404297,88200,,,,,,Uptrend,Hold,,,,,,,,,,,,,,,,-6.9684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-23,85.1545719818877,87.35210839852826,82.40764957492563,82.43511962890625,30600,,,,,,Uptrend,Hold,,,,,,,,,,,,,,,,-6.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24,81.99561744761897,86.52804116645846,81.99561744761897,84.6326675415039,230400,,,,21.27,Bear,Uptrend,Hold,,,,,,,,,,28.2223,Oversold,,,,,-3.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.9821,Neutral,,,,,,,,,,,,,
2022-05-25,84.63265604554681,84.63265604554681,82.40764957492563,82.43511962890625,45000,,,,15.74,Strong Bear,Uptrend,Hold,,,,,,,,,,25.7006,Oversold,,,,,0.9079,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.5197,Neutral,,,,,,,,,,,,,
2022-05-26,79.743122353501,84.33048513712149,79.66071974388417,83.1767807006836,32400,,,,18.59,Strong Bear,Uptrend,Hold,,,,,,,,,,28.0376,Oversold,,,,Neutral,2.0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.6141,Neutral,,,,,,,,,,,,,
2022-05-27,84.05580771590598,84.05580771590598,82.6823501586914,82.6823501586914,14400,,,,17.8,Strong Bear,Uptrend,Hold,,,,,,,,,,27.4184,Oversold,,,,Neutral,2.2071,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.7804,Neutral,,,,,,,,,,,,,
2022-05-30,82.68234709029728,84.05580459654198,81.03418902922866,81.17153930664062,30600,,,,14.61,Strong Bear,Uptrend,Hold,,,,,,,,,,25.5609,Oversold,,,,Neutral,-1.4343,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.7315,Neutral,,,,,,,,,,,,,
2022-05-31,81.03418850312029,84.05580405081601,80.95178588185394,83.64376831054688,39600,,,,22.05,Bear,Uptrend,Hold,,,,,,,,,,33.5,Neutral,,,,Neutral,2.0101,,,,,,,,,,Lower Half,,,,,,,,,,,,,,,,,,74.9505,Neutral,,,,,,,,,,,,,
2022-06-01,82.68234681786677,83.3690755687264,82.40765380859375,82.40765380859375,5400,,,,18.71,Strong Bear,Uptrend,Hold,,,,,,,,,,31.6806,Neutral,,,,Neutral,-0.892,,,,,,,,,,Lower Half,,,,,,,,,,,,,Dry-up,,Weak Down,0.0297,Neutral,82.2135,Overbought,,,,,,,,,,,,,
2022-06-02,82.40765032702642,83.47894471882064,82.40765032702642,82.87462615966797,9000,,,,10.97,Strong Bear,Uptrend,Hold,,,,,,,,,,33.1575,Neutral,,,,Neutral,0.3993,,,,,,,,,,Lower Half,,,,,Inside,,,,,,,,Dry-up,,Weak Up,0.1004,Accumulation,81.8802,Overbought,,,,,,,,,,,,,
2022-06-03,82.35272099513233,82.35272099513233,80.48480987548828,80.48480987548828,9000,,,,7.31,Strong Bear,Uptrend,Hold,,,,,,,,,,29.6277,Oversold,,,,Neutral,-6.21,,,,,,,,,,Lower Half,,,,,Inside,,,,,,,,Dry-up,,Weak Down,0.0975,Accumulation,83.6371,Overbought,,,,,,,,,,,,,
2022-06-06,79.66072475823316,81.85826110839844,79.38603177138185,81.85826110839844,14400,,,,11.67,Strong Bear,Uptrend,Hold,,,,,,,,,,33.9777,Neutral,,,,Neutral,-0.6998,,,,,,,,,,Lower Half,,,,,Inside,,,,,,,,Dry-up,,Weak Up,0.1351,Accumulation,81.7802,Overbought,,,,,,,,,,,,,
2022-06-07,79.11135200791476,79.11135200791476,78.01257987685086,78.56196594238281,14400,,,,5.14,Strong Bear,Uptrend,Hold,,,,,,,,,,29.297,Oversold,,,,Neutral,-7.173,,,,,,,,,,Below Lower,,,,No,Inside,,,,,,,,Dry-up,,Weak Down,0.1461,Accumulation,71.8383,Neutral,,,,,,,,,,,,,
2022-06-08,82.79221786902487,85.15457468452567,80.21011570399568,81.7758560180664,154800,,,,11.33,Strong Bear,Uptrend,Hold,,,,,,,,,,38.2316,Neutral,,,,Neutral,-0.7997,,,,,,,,,,Lower Half,,,,No,Inside,,,,,,,,High,,Confirmed Up,0.1,Accumulation,79.2416,Neutral,,,,,,,,,,,,,
2022-06-09,85.15457520676752,85.15457520676752,79.11134417365933,79.30362701416016,12600,,,,7.41,Strong Bear,Uptrend,Hold,,,,,,,,,,34.6086,Neutral,-1.9462,,,Neutral,-4.6565,,,,,,,,,,Lower Half,,,,No,Inside,,,,,,,,Dry-up,,Weak Down,0.0417,Neutral,74.8732,Neutral,,,,,,,,,,,,,
2022-06-10,79.30362701416016,79.30362701416016,79.30362701416016,79.30362701416016,0,,,,8.07,Strong Bear,Uptrend,Hold,,,34.78,Bear,Mixed,"Bear - components mixed, low conviction",,,,34.6086,Neutral,-1.9902,,,Neutral,-4.0864,,,,,,,,,,Lower Half,Extreme,Bearish,,No,Inside,,,,,,,,Dry-up,,Flat,0.0646,Accumulation,73.6019,Neutral,,,,,,,,,,,,,
2022-06-13,76.91380690586665,79.11134338378906,76.91380690586665,79.11134338378906,5400,,,,8.31,Strong Bear,Uptrend,Hold,,,34.89,Bear,Mixed,"Bear - components mixed, low conviction",,,,34.3153,Neutral,-2.0173,,,Oversold,-2.5381,,,,,,,,,,Lower Half,Extreme,Bearish,,No,Inside,,,,,,,,Dry-up,,Weak Down,0.0592,Accumulation,56.4948,Neutral,,,,,,,,,,,,,
2022-06-14,79.11134338378906,79.11134338378906,79.11134338378906,79.11134338378906,0,,,,8.84,Strong Bear,Uptrend,Hold,,,35.12,Bear,Mixed,"Bear - components mixed, low conviction",,,,34.3153,Neutral,-2.0156,,,Neutral,-5.4187,,,,,,,,,,Lower Half,Extreme,Bearish,,No,Inside,,,,,,,,Dry-up,,Flat,0.064,Accumulation,64.0235,Neutral,,,,,,,,,,,,,
2022-06-15,79.11134338378906,79.11134338378906,79.11134338378906,79.11134338378906,3600,,,,9.28,Strong Bear,Uptrend,Hold,,,35.31,Bear,Mixed,"Bear - components mixed, low conviction",,,,34.3153,Neutral,-1.9913,,,Neutral,-4.0,,,,,,,,,,Lower Half,Extreme,Bearish,,No,Inside,,,,,,,,Dry-up,,Flat,-0.0202,Neutral,69.9649,Neutral,,,,,,,,,,,,,
2022-06-16,79.11135301665628,81.30888976215823,75.59529120599454,78.01258087158203,18000,,,,7.85,Strong Bear,Uptrend,Hold,Range,,37.75,Bear,Mixed,"Bear - components mixed, low conviction",,,,32.358,Neutral,-2.0372,,,Neutral,-5.8667,,,,,,,,,,Lower Half,Extreme,Bearish,,No,Inside,,,,,,,,Dry-up,,Weak Down,-0.0386,Neutral,64.7707,Neutral,,,,,,,,,,,,,
2022-06-17,78.01258087158203,78.01258087158203,78.01258087158203,78.01258087158203,0,,,,8.44,Strong Bear,Uptrend,Hold,Range,,37.95,Bear,Mixed,"Bear - components mixed, low conviction",,,,32.358,Neutral,-2.05,,,Neutral,-3.0717,,,,,,,,,,Lower Half,Extreme,Bearish,No,No,Inside,,,,,,,,Dry-up,,Flat,-0.1497,Distribution,71.7246,Neutral,,,,,,,,,,,,,
